Frame,Steering,throttle,Brake,Speed(km),velocity.x,velocity.y,velocity.z,Latitude,Longitude,Altitude,Yaw,Pitch,Roll,Heading,Simulation_time(s),Frame_elapsed_time(s),dist
1917.jpg,3.04E-05,0.5,0,21.85549908,-7.68E-05,-6.070971966,-1.89E-06,49.00138031,8.001267086,-0.009003353,-90.00183105,-0.110621735,2.33E-05,W,95.90000143,0.050000001,0.303548603
1918.jpg,2.40E-05,0.5,0,21.88039341,-7.68E-05,-6.077887058,-6.48E-07,49.00137758,8.001267086,-0.008953437,-90.00157928,-0.116147362,3.78E-05,W,95.95000143,0.050000001,0.303894357
1919.jpg,2.02E-05,0.5,0,22.20316143,-7.37E-05,-6.167544842,-3.81E-08,49.00137483,8.001267086,-0.00892168,-90.00141144,-0.119658075,4.71E-05,W,96.00000143,0.050000001,0.308377247
1920.jpg,1.74E-05,0.5,0,22.14975071,-6.55E-05,-6.15270853,2.10E-07,49.00137206,8.001267086,-0.008981132,-90.00118256,-0.113101095,5.59E-05,W,96.05000143,0.050000001,0.307635431
1921.jpg,1.38E-05,0.5,0,22.39396134,-6.45E-05,-6.220544815,1.96E-06,49.00136928,8.001267086,-0.009031067,-90.00109863,-0.107541323,5.62E-05,W,96.10000143,0.050000001,0.311027245
1922.jpg,8.72E-06,0.5,0,22.28481155,0.022226376,-6.188715458,0.134899363,49.00136648,8.001267061,-0.00555603,-90.00022125,0.066799246,0.591853797,W,96.15000143,0.050000001,0.309511276
1923.jpg,-0.000226266,0.5,0,22.46339602,0.025265094,-6.239402294,0.068752542,49.00136368,8.001267067,-0.002427597,-90.00287628,0.209133551,0.871682703,W,96.20000143,0.050000001,0.311991616
1924.jpg,-0.000793348,0.5,0,22.30317466,0.007225721,-6.195236683,0.032528874,49.00136089,8.001267074,-0.000941887,-90.00592804,0.282926917,0.903478563,W,96.25000143,0.050000001,0.309766319
1925.jpg,-0.001073129,0,1,22.32501888,-0.003253993,-6.201379299,0.013168047,49.0013581,8.001267076,-0.00033987,-90.01670837,0.319782615,0.883471549,W,96.30000143,0.050000001,0.310069711
1926.jpg,-0.001042393,0,1,21.56669065,-0.00637225,-5.99074316,0.003200245,49.00135538,8.001267073,-0.000430927,-90.01386261,0.363126993,0.861543298,W,96.35000144,0.050000001,0.299537375
1927.jpg,-0.001054491,0,1,20.75535609,-0.026326556,-5.763809681,0.1318077,49.00135274,8.001267098,0.002538433,-90.04109955,0.581098795,0.262695819,W,96.40000144,0.050000001,0.288268839
1928.jpg,-0.000469644,0,1,19.40217801,-0.030587712,-5.389020443,0.064555943,49.00135026,8.001267089,0.004846325,-90.02745819,0.791338861,-0.025909405,W,96.45000144,0.050000001,0.269474699
1929.jpg,0.00051106,0,1,17.15170506,-0.011877253,-4.764335155,0.010937947,49.00134802,8.001267076,0.004917908,-90.00060272,0.966314614,-0.066650361,W,96.50000144,0.050000001,0.238218129
1930.jpg,0.00023237,0,1,14.8403434,-0.002214011,-4.12231636,0.002323507,49.00134606,8.001267071,0.003765583,-89.99427032,1.121858478,-0.057189953,W,96.55000144,0.050000001,0.206115884
1931.jpg,0.000205994,0,1,12.53476497,0.001018642,-3.481878281,-0.002252604,49.0013444,8.00126707,0.002423363,-89.99264526,1.266528726,-0.043151889,W,96.60000144,0.050000001,0.174093961
1932.jpg,0.000189536,0,1,10.23580494,0.001579972,-2.843275309,-0.004398357,49.00134302,8.001267071,0.001104755,-89.9919281,1.392689109,-0.031555139,W,96.65000144,0.050000001,0.14216396
1933.jpg,0.000165013,0,1,7.95512936,0.019970583,-2.208984613,0.05494779,49.00134194,8.001267065,0.003349457,-89.98491669,1.359412432,0.217369244,W,96.70000144,0.050000001,0.110487909
1934.jpg,-0.000102234,0,1,5.676899554,0.013109046,-1.576580763,0.029783109,49.00134114,8.001267067,0.005596638,-89.97595215,1.316990137,0.379939914,W,96.75000144,0.050000001,0.078845828
1935.jpg,-0.000675746,0,1,3.433337622,0.003643119,-0.953587115,0.014538535,49.00134061,8.001267068,0.006552925,-89.97225952,1.316696525,0.428307891,W,96.80000144,0.050000001,0.047685245
1936.jpg,-0.000930023,0,1,1.084666068,0.000701941,-0.301243365,0.005594675,49.00134038,8.001267069,0.006780796,-89.97563171,1.337187052,0.439864069,W,96.85000144,0.050000001,0.015064807
1937.jpg,-0.000918034,0,1,0.005705545,-8.04E-05,0.001459504,0.000612538,49.00134035,8.001267069,0.00692791,-89.97640228,1.332173705,0.439553112,W,96.90000144,0.050000001,7.92E-05
1938.jpg,-0.000908443,0,1,0.017818405,-0.000269908,0.004567362,-0.00188798,49.00134036,8.001267069,0.007614193,-89.97701263,1.248729229,0.435365081,W,96.95000144,0.050000001,0.000247478
1939.jpg,-0.000894492,0,1,0.023198322,-0.000283009,0.005715932,-0.002961905,49.00134036,8.00126707,0.008538323,-89.97787476,1.13044405,0.430618912,W,97.00000145,0.050000001,0.000322199
1940.jpg,-0.000882176,0,1,0.024183747,-0.000247989,0.005874776,-0.003248553,49.00134037,8.00126707,0.009497814,-89.97875214,1.005465269,0.426307529,W,97.05000145,0.050000001,0.000335885
1941.jpg,-0.000864301,0,1,0.022850441,-0.000205176,0.005522627,-0.003122063,49.00134038,8.00126707,0.01039587,-89.97953796,0.887501061,0.422635078,W,97.10000145,0.050000001,0.000317367
1942.jpg,-0.000852966,0,1,0.020418625,-0.000165512,0.004928114,-0.002802867,49.00134038,8.001267071,0.011190891,-89.9803009,0.782603025,0.419578493,W,97.15000145,0.050000001,0.000283592
1943.jpg,-0.000839451,0,1,0.017585173,-0.000131437,0.004246205,-0.002411109,49.00134039,8.001267071,0.011870346,-89.98083496,0.692758739,0.417057246,W,97.20000145,0.050000001,0.000244239
1944.jpg,-0.000831822,0,1,0.01475321,-0.00010738,0.003566426,-0.002015841,49.00134039,8.001267071,0.012437,-89.98135376,0.617722273,0.41498214,W,97.25000145,0.050000001,0.000204906
1945.jpg,-0.000821686,0,1,0.012085272,8.75E-05,0.002922188,-0.001650075,49.0013404,8.001267071,0.012901192,-89.98141479,0.556223273,0.413516939,W,97.30000145,0.050000001,0.000167851
1946.jpg,-0.000820814,0,1,0.009787213,7.51E-05,0.002369401,-0.001330966,49.0013404,8.001267071,0.013275795,-89.98143768,0.50660193,0.412266672,W,97.35000145,0.050000001,0.000135934
1947.jpg,-0.000823103,0,1,0.00782783,6.43E-05,0.001897632,-0.001059649,49.0013404,8.001267071,0.013574867,-89.98147583,0.466966361,0.411206722,W,97.40000145,0.050000001,0.00010872
1948.jpg,-0.000822667,0,1,0.006198267,5.54E-05,0.001504597,-0.000835169,49.0013404,8.001267071,0.013811492,-89.98149872,0.435629427,0.410301387,W,97.45000145,0.050000001,8.61E-05
1949.jpg,-0.000822231,0,1,0.00486585,4.72E-05,0.001183127,-0.000651824,49.00134041,8.001267071,0.013997268,-89.98149109,0.411027104,0.409534782,W,97.50000145,0.050000001,6.76E-05
1950.jpg,-0.000825065,0,1,0.003794814,3.98E-05,0.000924052,-0.000505667,49.00134041,8.001267071,0.014142399,-89.98152924,0.391834259,0.408892423,W,97.55000145,0.050000001,5.27E-05
1951.jpg,-0.000824629,0,1,0.002942819,3.40E-05,0.000717613,-0.000390003,49.00134041,8.001267071,0.014255065,-89.98149109,0.376958132,0.408351094,W,97.60000145,0.050000001,4.09E-05
1952.jpg,-0.00082234,0,1,0.002270743,2.85E-05,0.00055463,-0.000299055,49.00134041,8.001267071,0.014342174,-89.98153687,0.365456074,0.407900661,W,97.65000146,0.050000001,3.15E-05
1953.jpg,-0.000821795,0,1,0.000770583,1.59E-05,0.000190392,-9.65E-05,49.00134041,8.001267071,0.014358959,-89.98153687,0.363277256,0.407753646,W,97.70000146,0.050000001,1.07E-05
1954.jpg,-0.000821795,0,1,0.001010673,1.96E-05,0.00024938,-0.000127439,49.00134041,8.001267071,0.014393291,-89.98152924,0.358796656,0.407472581,W,97.75000146,0.050000001,1.40E-05
1955.jpg,-0.000824629,0,1,0.001039313,1.83E-05,0.00025611,-0.000131978,49.00134041,8.001267071,0.014430599,-89.98152161,0.353926718,0.407197922,W,97.80000146,0.050000001,1.44E-05
1956.jpg,-0.000824738,0,1,0.000961208,1.61E-05,0.000236675,-0.000122537,49.00134041,8.001267071,0.014466018,-89.98152161,0.34928903,0.406955183,W,97.85000146,0.050000001,1.34E-05
1957.jpg,-0.000824738,0,1,0.000838726,1.37E-05,0.000206397,-0.000107205,49.00134041,8.001267071,0.014497318,-89.98152161,0.345184088,0.406751394,W,97.90000146,0.050000001,1.16E-05
1958.jpg,-0.000824738,0,1,0.000707848,1.14E-05,0.000173636,-9.15E-05,49.00134041,8.001267071,0.014523868,-89.98152161,0.341680199,0.406581759,W,97.95000146,0.050000001,9.83E-06
1959.jpg,-0.000824738,0,1,0.000581661,9.51E-06,0.000142465,-7.56E-05,49.00134041,8.001267071,0.014545783,-89.98155975,0.338811517,0.406444162,W,98.00000146,0.050000001,8.08E-06
1960.jpg,-0.000824193,0,1,0.000470469,7.96E-06,0.000114897,-6.18E-05,49.00134041,8.001267071,0.014563579,-89.98157501,0.336475581,0.406332225,W,98.05000146,0.050000001,6.53E-06
1961.jpg,-0.000821141,0,1,0.000120275,3.05E-06,2.97E-05,-1.50E-05,49.00134041,8.001267071,0.014570178,-89.98156738,0.335608155,0.4062846,W,98.10000146,0.050000001,1.67E-06
1962.jpg,-0.00082125,0,1,0.000197537,5.04E-06,4.86E-05,-2.51E-05,49.00134041,8.001267071,0.014576568,-89.98156738,0.334774882,0.40622431,W,98.15000146,0.050000001,2.74E-06
1963.jpg,-0.00082125,0,1,0.000214726,5.17E-06,5.30E-05,-2.68E-05,49.00134041,8.001267071,0.014584064,-89.98156738,0.333784491,0.406159014,W,98.20000146,0.050000001,2.98E-06
1964.jpg,-0.00082125,0,1,0.000205095,4.54E-06,5.05E-05,-2.60E-05,49.00134041,8.001267071,0.014591579,-89.98156738,0.332787275,0.406100839,W,98.25000146,0.050000001,2.85E-06
1965.jpg,-0.00082125,0,1,0.000184508,3.95E-06,4.48E-05,-2.45E-05,49.00134041,8.001267071,0.014598293,-89.98157501,0.331926674,0.406051219,W,98.30000146,0.050000001,2.56E-06
1966.jpg,-0.000821141,0,1,0.000158023,3.50E-06,3.82E-05,-2.14E-05,49.00134041,8.001267071,0.014604092,-89.98156738,0.331161708,0.406009525,W,98.35000147,0.050000001,2.19E-06
1967.jpg,-0.00082125,0,1,0.000129544,2.94E-06,3.15E-05,-1.71E-05,49.00134041,8.001267071,0.014608898,-89.98156738,0.330512822,0.405975372,W,98.40000147,0.050000001,1.80E-06
1968.jpg,-0.00082125,0,1,0.000105105,2.46E-06,2.56E-05,-1.38E-05,49.00134041,8.001267071,0.014612789,-89.98156738,0.330007404,0.405951083,W,98.45000147,0.050000001,1.46E-06
1969.jpg,-0.00082125,0,1,0,0,0,0,49.00134041,8.001267071,0.014612789,-89.98156738,0.330007404,0.405951083,W,98.50000147,0.050000001,0
1970.jpg,-0.00082125,0,1,3.81E-05,1.78E-06,9.14E-06,-5.02E-06,49.00134041,8.001267071,0.014616146,-89.98156738,0.329563439,0.405924261,W,98.55000147,0.050000001,5.29E-07
1971.jpg,-0.00082125,0,1,4.48E-05,1.79E-06,1.09E-05,-5.82E-06,49.00134041,8.001267071,0.014617633,-89.98156738,0.329372197,0.405911058,W,98.60000147,0.050000001,6.23E-07
1972.jpg,-0.00082125,0,1,4.36E-05,1.80E-06,1.06E-05,-5.52E-06,49.00134041,8.001267071,0.014619198,-89.98157501,0.329153627,0.405895978,W,98.65000147,0.050000001,6.06E-07
1973.jpg,-0.000821141,0,1,3.94E-05,1.66E-06,9.67E-06,-4.87E-06,49.00134041,8.001267071,0.014620666,-89.98157501,0.328976035,0.405884862,W,98.70000147,0.050000001,5.48E-07
1974.jpg,-0.000821141,0,1,3.46E-05,1.45E-06,8.36E-06,-4.49E-06,49.00134041,8.001267071,0.014621886,-89.98157501,0.328805298,0.405875295,W,98.75000147,0.050000001,4.80E-07
1975.jpg,-0.000821141,0,1,2.91E-05,1.17E-06,7.00E-06,-3.84E-06,49.00134041,8.001267071,0.014622936,-89.98157501,0.328668684,0.405868143,W,98.80000147,0.050000001,4.04E-07
1976.jpg,-0.000821141,0,1,2.48E-05,1.52E-06,5.66E-06,-3.61E-06,49.00134041,8.001267071,0.014622936,-89.98157501,0.328668684,0.405868143,W,98.85000147,0.050000001,3.44E-07
1977.jpg,-0.000821141,0,1,1.98E-05,1.36E-06,4.53E-06,-2.81E-06,49.00134041,8.001267071,0.0146245,-89.98155975,0.328456938,0.405855387,W,98.90000147,0.050000001,2.75E-07
1978.jpg,-0.000821359,0,1,1.02E-05,1.06E-06,1.64E-06,-2.07E-06,49.00134041,8.001267071,0.0146245,-89.98155975,0.328456938,0.405855387,W,98.95000147,0.050000001,1.42E-07
1979.jpg,-0.000821359,0,1,1.02E-05,1.18E-06,2.18E-06,-1.36E-06,49.00134041,8.001267071,0.0146245,-89.98155975,0.328456938,0.405855387,W,99.00000148,0.050000001,1.42E-07
1980.jpg,-0.000821359,0,1,9.54E-06,1.10E-06,2.17E-06,-1.06E-06,49.00134041,8.001267071,0.0146245,-89.98155975,0.328456938,0.405855387,W,99.05000148,0.050000001,1.32E-07
1981.jpg,-0.000821359,0,1,9.58E-06,9.69E-07,2.10E-06,-1.32E-06,49.00134041,8.001267071,0.014625549,-89.98155975,0.328320354,0.405846119,W,99.10000148,0.050000001,1.33E-07
1982.jpg,-0.000821359,0,1,9.71E-06,1.19E-06,1.81E-06,-1.61E-06,49.00134041,8.001267071,0.014625549,-89.98155975,0.328320354,0.405846119,W,99.15000148,0.050000001,1.35E-07
1983.jpg,-0.000821359,0,1,8.18E-06,1.13E-06,1.56E-06,-1.21E-06,49.00134041,8.001267071,0.014625549,-89.98155975,0.328320354,0.405846119,W,99.20000148,0.050000001,1.14E-07
1984.jpg,-0.000821359,0,1,5.60E-06,7.85E-07,1.23E-06,-5.42E-07,49.00134041,8.001267071,0.014625549,-89.98155975,0.328320354,0.405846119,W,99.25000148,0.050000001,7.78E-08
1985.jpg,-0.000821359,0,1,5.57E-06,1.00E-06,1.07E-06,-5.04E-07,49.00134041,8.001267071,0.014625549,-89.98155975,0.328320354,0.405846119,W,99.30000148,0.050000001,7.73E-08
1986.jpg,-0.000821359,0,1,4.20E-06,7.68E-07,3.84E-07,-7.90E-07,49.00134041,8.001267071,0.014625549,-89.98155975,0.328320354,0.405846119,W,99.35000148,0.050000001,5.83E-08
1987.jpg,-0.000821359,0,1,4.63E-06,1.03E-06,4.40E-07,-6.38E-07,49.00134041,8.001267071,0.014625549,-89.98155975,0.328320354,0.405846119,W,99.40000148,0.050000001,6.43E-08
1988.jpg,-0.000821359,0,1,5.65E-06,9.70E-07,4.84E-07,-1.13E-06,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.45000148,0.050000001,7.84E-08
1989.jpg,-0.000821359,0,1,3.68E-06,9.07E-07,4.38E-07,-1.80E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.50000148,0.050000001,5.12E-08
1990.jpg,-0.000821359,0,1,3.34E-06,8.36E-07,3.92E-07,8.72E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.55000148,0.050000001,4.64E-08
1991.jpg,-0.000821359,0,1,3.36E-06,8.71E-07,3.31E-07,4.91E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.60000148,0.050000001,4.66E-08
1992.jpg,-0.000821359,0,1,3.25E-06,8.48E-07,3.10E-07,-8.21E-09,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.65000148,0.050000001,4.51E-08
1993.jpg,-0.000821359,0,1,3.23E-06,8.78E-07,1.69E-07,-6.54E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.70000149,0.050000001,4.48E-08
1994.jpg,-0.000821359,0,1,0,0,0,0,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.75000149,0.050000001,0
1995.jpg,-0.000821359,0,1,3.81E-06,1.01E-06,5.27E-08,3.16E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.80000149,0.050000001,5.30E-08
1996.jpg,-0.000821359,0,1,4.16E-06,1.15E-06,7.87E-08,-8.46E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.85000149,0.050000001,5.77E-08
1997.jpg,-0.000821359,0,1,3.05E-06,8.12E-07,2.14E-08,2.40E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.90000149,0.050000001,4.24E-08
1998.jpg,-0.000821359,0,1,3.25E-06,8.86E-07,1.11E-07,-1.42E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,99.95000149,0.050000001,4.52E-08
1999.jpg,-0.000821359,0,1,3.26E-06,8.85E-07,7.41E-08,-1.80E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.0000015,0.050000001,4.53E-08
2000.jpg,-0.000821359,0,1,3.43E-06,8.56E-07,8.20E-08,-4.09E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.0500015,0.050000001,4.76E-08
2001.jpg,-0.000821359,0,1,3.55E-06,9.45E-07,5.30E-08,-2.75E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.1000015,0.050000001,4.93E-08
2002.jpg,-0.000821359,0,1,3.70E-06,9.70E-07,7.57E-08,-3.32E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.1500015,0.050000001,5.14E-08
2003.jpg,-0.000821359,0,1,3.03E-06,8.40E-07,5.13E-09,-2.73E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.2000015,0.050000001,4.20E-08
2004.jpg,-0.000821359,0,1,3.16E-06,8.76E-07,1.99E-08,-6.54E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.2500015,0.050000001,4.39E-08
2005.jpg,-0.000821359,0,1,3.36E-06,9.21E-07,3.36E-08,-1.42E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.3000015,0.050000001,4.66E-08
2006.jpg,-0.000821359,0,1,4.09E-06,1.01E-06,-1.38E-08,-5.23E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.3500015,0.050000001,5.68E-08
2007.jpg,-0.000821359,0,1,4.21E-06,9.27E-07,-3.54E-08,-7.14E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.4000015,0.050000001,5.85E-08
2008.jpg,-0.000821359,0,1,4.00E-06,9.99E-07,3.40E-10,-4.85E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.4500015,0.050000001,5.55E-08
2009.jpg,-0.000821359,0,1,3.29E-06,8.24E-07,-2.23E-08,3.92E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.5000015,0.050000001,4.56E-08
2010.jpg,-0.000821359,0,1,3.83E-06,8.91E-07,1.24E-08,5.83E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.5500015,0.050000001,5.33E-08
2011.jpg,-0.000821359,0,1,2.62E-06,6.36E-07,-3.20E-08,3.54E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.6000015,0.050000001,3.64E-08
2012.jpg,-0.000821359,0,1,3.11E-06,8.62E-07,5.86E-09,4.90E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.6500015,0.050000001,4.32E-08
2013.jpg,-0.000821359,0,1,2.97E-06,8.17E-07,1.23E-08,1.06E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.7000015,0.050000001,4.12E-08
2014.jpg,-0.000821359,0,1,3.49E-06,9.55E-07,4.63E-08,-1.61E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.7500015,0.050000001,4.85E-08
2015.jpg,-0.000821359,0,1,3.68E-06,1.01E-06,-3.38E-08,-1.23E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.8000015,0.050000001,5.11E-08
2016.jpg,-0.000821359,0,1,3.25E-06,8.60E-07,3.21E-08,2.78E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.8500015,0.050000001,4.52E-08
2017.jpg,-0.000821359,0,1,3.49E-06,9.66E-07,-2.34E-08,-6.55E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.9000015,0.050000001,4.84E-08
2018.jpg,-0.000821359,0,1,3.40E-06,8.81E-07,-5.13E-08,3.35E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,100.9500015,0.050000001,4.72E-08
2019.jpg,-0.000821359,0,1,0,0,0,0,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.0000015,0.050000001,0
2020.jpg,-0.000821359,0,1,3.07E-06,8.54E-07,-4.14E-10,-8.20E-09,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.0500015,0.050000001,4.27E-08
2021.jpg,-0.000821359,0,1,3.15E-06,8.74E-07,4.79E-09,-2.73E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.1000015,0.050000001,4.37E-08
2022.jpg,-0.000821359,0,1,3.23E-06,8.97E-07,1.06E-08,-4.63E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.1500015,0.050000001,4.49E-08
2023.jpg,-0.000821359,0,1,3.31E-06,9.18E-07,1.58E-08,-6.54E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.2000015,0.050000001,4.60E-08
2024.jpg,-0.000821359,0,1,3.37E-06,9.35E-07,1.98E-08,-6.54E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.2500015,0.050000001,4.69E-08
2025.jpg,-0.000821359,0,1,3.28E-06,8.74E-07,-8.51E-09,-2.56E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.3000015,0.050000001,4.55E-08
2026.jpg,-0.000821359,0,1,3.37E-06,9.00E-07,-4.83E-09,-2.56E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.3500015,0.050000001,4.68E-08
2027.jpg,-0.000821359,0,1,3.39E-06,8.99E-07,-3.46E-09,-2.75E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.4000015,0.050000001,4.70E-08
2028.jpg,-0.000821359,0,1,3.28E-06,8.95E-07,2.46E-08,1.63E-07,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.4500015,0.050000001,4.55E-08
2029.jpg,-0.000821359,0,1,3.16E-06,8.78E-07,-4.58E-09,-2.73E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.5000015,0.050000001,4.39E-08
2030.jpg,-0.000821359,0,1,3.19E-06,8.87E-07,-6.31E-09,-8.20E-09,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.5500015,0.050000001,4.43E-08
2031.jpg,-0.000821359,0,1,3.26E-06,9.06E-07,-8.17E-09,-2.73E-08,49.00134041,8.001267071,0.01462656,-89.98155975,0.32818374,0.405836999,W,101.6000015,0.050000001,4.53E-08
